Insee (Synthese!Insee);An Obs;Cd Ref;Nb Obs
80600;2011;2517;19
80486;2020;788967;19
80713;2012;4582;19
80713;2022;3439;19
80649;2017;3967;19
80222;2008;88819;19
80228;2015;3070;19
80713;2022;3688;19
80713;2019;2911;19
80713;2017;3603;19
80333;2008;3764;19
80633;2012;4023;19
80713;2018;1966;19
80806;2014;3764;19
80713;2013;977;19
80713;2020;2808;19
80713;1982;3070;19
80228;2019;3429;19
80713;2011;281;19
80228;2019;3187;19
80333;2010;2767;19
80806;2011;4001;19
80713;2013;3070;19
80713;2021;4129;19
80600;2010;88478;19
80713;2016;2584;19
80109;2015;3676;19
80222;2008;112738;19
80713;2010;4564;19
80713;2009;3967;19
80109;1984;67772;19
80713;1997;718362;19
80600;2006;4669;19
80806;2014;126124;19
80808;2021;3603;19
80228;2019;2586;19
80688;2010;64156;18
80633;1994;152226;18
80333;2001;3187;18
80486;2020;92876;18
80713;1998;627745;18
80806;2021;3187;18
80713;2022;4319;18
80713;2011;4474;18
80228;2019;4001;18
80713;1997;104126;18
80633;2012;85486;18
80580;2007;141499;18
80713;1997;2901;18
80713;1995;80759;18
80333;2021;91886;18
80832;2016;3297;18
80806;2016;4289;18
80228;2012;2543;18
80649;2019;4187;18
80228;2017;2586;18
80228;2019;2440;18
80830;2013;4280;18
80713;2011;3116;18
80713;2000;3192;18
80333;1998;3116;18
80030;2020;4494;18
80228;2014;530157;18
80806;2017;4001;18
80713;2012;1972;18
80808;2021;4252;18
80600;2006;3741;18
80649;2013;3187;18
80333;1998;977;18
80030;2020;4583;18
80713;1998;2901;18
80228;2020;2530;18
80688;2012;4257;18
80713;2021;107117;18
80228;2016;2706;18
80806;2009;88624;18
80713;1975;1958;18
80228;2019;2706;18
80633;2011;124412;18
80713;2009;4564;18
80713;2000;2603;18
80600;2012;836222;18
80713;2018;4013;18
80333;2013;444431;18
80713;2013;108027;18
80713;2016;2594;18
80633;1994;106918;18
80806;2003;2543;18
80713;2011;3070;18
80486;2015;198838;18
80649;2020;3764;18
80713;2015;2607;18
80713;2012;836203;18
80333;2004;977;18
80713;2009;3696;18
80713;2015;4564;18
80228;1998;2706;18
80633;2011;85486;18
80333;2010;105870;18
80688;2014;444436;18
80713;2017;2878;18
80713;2022;2901;18
80713;2018;2576;18
80228;2017;4525;18
80333;2021;97434;18
80688;2006;4117;18
80806;2015;4192;18
80589;2016;3297;18
80333;2004;3070;18
80713;2012;3106;18
80713;1997;116392;18
80806;2014;3967;18
80333;1998;1991;18
80713;1984;1958;18
80713;2001;2517;18
80713;1997;3311;18
80713;2016;69350;18
80713;2023;627745;18
80633;1994;117025;18
80222;2008;124814;18
80713;2020;4195;18
80633;2012;4195;18
80228;2001;2767;18
80006;2019;3297;18
80228;2006;2706;18
80713;2023;4280;18
80806;2010;3978;18
80333;2011;142305;18
80333;2002;1958;18
80688;1965;81610;18
80806;2008;534752;18
80713;2015;4342;18
80713;1978;1973;18
80649;2017;4280;18
80688;2017;3978;18
80713;2020;2715;18
80713;2005;4001;18
80649;2020;73546;18
80713;2020;814245;18
80149;2016;2623;18
80806;2015;4023;18
80713;2014;814245;18
80713;2011;1991;18
80713;1998;2603;18
80806;2014;3978;18
80688;2014;103027;18
80713;2018;1027359;18
80228;2008;1972;18
80713;2019;1027359;18
80228;2004;2706;18
80713;2012;2669;18
80713;2004;4342;18
80806;2015;4257;18
80713;2004;3696;18
80713;2023;530157;18
80333;1965;4525;18
80222;2008;128924;18
80713;2012;1958;18
80228;2019;4564;18
80713;2011;2530;18
80633;1994;104126;18
80228;2008;2767;18
80713;2020;4129;18
80333;2001;2794;18
80333;2000;3343;18
80228;2006;3070;18
80333;2001;1958;18
80333;2011;106353;18
80713;2011;2750;18
80600;2013;2517;18
80228;2002;2706;18
80228;2018;2530;18
80486;2010;65487;17
80600;2010;521613;17
80713;2022;65219;17
80804;2017;65697;17
80713;2011;3726;17
80486;2015;127547;17
80228;2010;3070;17
80600;2015;4338;17
80688;2014;281;17
80713;2008;4252;17
80806;2014;4167;17
80713;1995;104126;17
80713;2018;3726;17
80713;2008;1952;17
80633;2013;281;17
80713;2008;2767;17
80688;2008;3967;17
80228;2019;3070;17
80333;1999;3206;17
80808;2021;3611;17
80149;2016;3603;17
80333;1998;3195;17
80808;2019;4564;17
80713;1997;2808;17
80333;2013;444436;17
80222;2008;92876;17
80713;2000;3293;17
80713;1980;2559;17
80806;2006;4151;17
80713;2000;3112;17
80713;2023;3059;17
80713;2005;2594;17
80649;2017;4564;17
80333;2011;444430;17
80600;2010;3070;17
80713;2021;107090;17
80649;2019;3764;17
80713;2000;3311;17
80806;2007;4001;17
80713;2018;4466;17
80600;2010;3726;17
80333;1997;1972;17
80806;2005;4001;17
80228;1999;2517;17
80713;2015;2506;17
80222;2008;99373;17
80228;2014;3112;17
80333;2000;3165;17
80713;2014;1952;17
80808;2021;4583;17
80688;2013;3511;17
80830;2013;3420;17
80374;2018;3297;17
80713;2021;3136;17
80713;2005;4257;17
80333;2008;4252;17
80806;2014;88624;17
80030;2020;3611;17
80713;2011;4507;17
80688;2020;98681;17
80830;2014;3696;17
80688;1994;718362;17
80600;2013;814245;17
80713;2009;2517;17
80713;2012;192310;17
80713;2019;2901;17
80830;2014;3774;17
80713;1981;3070;17
80713;2020;3036;17
80713;2011;2594;17
80200;2018;259;17
80713;2018;459626;17
80600;2022;2517;17
80713;2013;2497;17
80600;2010;117025;17
80806;2007;4254;17
80713;2021;4289;17
80222;2008;128938;17
80713;2019;2571;17
80713;2006;4117;17
80228;2022;3059;17
80713;2017;2616;17
80713;2015;2734;17
80713;2022;4129;17
80333;2005;3106;17
80806;2012;4167;17
80030;2020;3070;17
80600;2012;4023;17
80688;2017;4257;17
80713;2016;836203;17
80713;2023;4187;17
80635;2020;117201;17
80713;2001;3116;17
80333;2002;3311;17
80713;2011;3424;17
80713;2021;4252;17
80222;2008;98921;17
80806;2003;534742;17
80713;2018;3774;17
80688;2018;4001;17
80633;2015;115237;17
80713;2013;4308;17
80713;2007;4342;17
80228;2022;2767;17
80633;1994;106698;17
80713;2019;534753;17
80633;2007;96025;17
80806;2016;4192;17
80713;2020;3140;17
80688;2016;612513;17
80713;1982;2543;17
80713;2021;3311;17
80600;2011;3187;17
80688;2010;4257;17
80713;2004;103857;17
80806;2016;3764;17
80633;2013;3511;17
80600;2010;4023;17
80633;2011;4187;17
80688;2013;3696;17
80333;2005;1991;17
80333;2005;2911;17
80228;2021;2530;17
80228;2022;4151;17
80806;2011;4619;17
80832;2019;3297;17
80633;2011;117096;17
80600;1994;108027;17
80713;2018;459478;17
80713;1997;113904;17
80688;1965;103027;17
80713;2004;1958;17
80713;2015;3239;17
80228;2018;4151;17
80713;2001;1972;17
80228;1999;1972;17
80713;2018;2747;17
80333;2001;2571;17
80600;2019;2517;17
80228;2010;105870;17
80228;2022;2586;17
80713;2000;3165;17
80228;2017;4583;17
80333;2008;4254;17
80649;1987;4117;17
80688;2013;4117;17
80649;2008;2559;17
80486;2020;107117;17
80649;2021;3764;17
80688;2010;163387;16
80808;2021;608364;16
80713;2011;163017;16
80806;2002;65344;16
80228;2019;4151;16
80332;2012;184888;16
80713;2010;3059;16
80228;2016;1972;16
80713;1997;718310;16
80228;2017;3059;16
80633;2007;81856;16
80688;2006;4257;16
80713;2012;1991;16
80713;2013;1966;16
80830;2019;4503;16
80808;2021;4582;16
80713;2008;1998;16
80713;2009;814245;16
80713;2017;73560;16
80600;1999;2706;16
80713;2013;2440;16
80600;1994;87540;16
80713;1998;3343;16
80713;2013;3112;16
80713;2020;4568;16
80688;2009;4257;16
80228;2020;2497;16
80692;1979;4127;16
80633;2019;2497;16
80228;2014;101223;16
80713;2012;2530;16
80228;2019;2530;16
80635;2017;94207;16
80600;2018;2517;16
80228;2017;530157;16
80600;2013;1966;16
80633;2016;73560;16
80649;2021;3696;16
80149;2016;2506;16
80333;2004;3311;16
80713;1998;3311;16
80228;2022;4525;16
80713;2022;96180;16
80222;2021;444432;16
80713;2018;2750;16
80333;2010;4117;16
80486;2008;141499;16
80713;1995;103142;16
80688;2003;4001;16
80713;2023;1972;16
80333;2004;1973;16
80713;2010;2741;16
80713;1997;3943;16
80713;2013;4212;16
80649;2011;116547;16
80713;1981;2559;16
80688;2011;4280;16
80713;2007;459638;16
80222;2017;259;16
80713;1975;1973;16
80713;2010;4252;16
80333;2019;281;16
80688;2010;3696;16
80333;2002;3161;16
80806;2018;4151;16
80713;1966;3187;16
80222;2017;444430;16
80713;2013;1972;16
80600;2010;96519;16
80222;2008;100310;16
80806;2003;4257;16
80333;2001;3293;16
80333;2004;965;16
80806;2004;534742;16
80713;2020;2543;16
80713;2022;4155;16
80600;2010;108027;16
80030;2020;2623;16
80333;2013;459628;16
80109;1984;69182;16
80713;2013;4582;16
80025;2022;84135;6
80228;2012;889047;6
80333;2011;139;6
80688;2013;444430;6
80633;2016;73574;6
80713;2017;120732;6
80600;1994;91382;6
80649;2018;4619;6
80600;2019;4525;6
80332;2013;525841;6
80497;2022;3941;6
80806;2015;4013;6
80149;2017;4525;6
80333;2007;1958;6
80688;2017;104173;6
80025;2019;103245;6
80713;1991;4129;6
80333;2020;3070;6
80486;2011;88614;6
80806;2010;3696;6
80633;2015;107085;6
80244;2022;2623;6
80333;2008;2411;6
80600;1999;4172;6
80649;2013;2559;6
80228;2009;965;6
80333;2014;115258;6
80228;2016;3429;6
80600;2021;627745;6
80633;2019;104126;6
80600;1999;2767;6
80333;2008;2543;6
80222;2000;444432;6
80713;2018;2832;6
80713;2011;889056;6
80600;2012;3112;6
80688;2022;4187;6
80228;2022;4187;6
80228;2018;4657;6
80486;2007;109750;6
80222;2019;3774;6
80030;2020;4187;6
80600;2011;2563;6
80501;2008;4187;6
80228;2019;3688;6
80713;2018;3210;6
80688;2017;106918;6
80830;2015;3420;6
80713;2018;60811;6
80332;2021;4319;6
80649;2020;3420;6
80806;2001;2895;6
80228;2015;3696;6
80030;2020;4342;6
80222;2020;3424;6
80228;2001;2563;6
80600;2013;836222;6
80149;2016;4466;6
80228;2015;4129;6
80228;2013;197111;6
80713;2013;3036;6
80333;2004;530157;6
80600;2012;2586;6
80633;2013;3967;6
80333;2002;2938;6
80649;1998;459628;6
80580;2022;2878;6
80713;2023;2576;6
80806;2010;4564;6
80649;2020;534750;6
80580;2008;444432;6
80600;2021;3439;6
80600;2006;4172;6
80633;1999;4195;6
80149;2020;3967;6
80600;2000;4151;6
80087;2020;106698;6
80228;2015;836222;6
80649;2021;3187;6
80600;2006;117096;6
80030;2008;534753;6
80600;2021;3036;6
80806;2017;249291;6
80333;2021;120824;6
80633;2021;2706;6
80228;2018;3343;6
80486;2008;106698;6
80580;2017;88318;6
80688;2013;3070;6
80228;2015;4657;6
80713;2018;610646;6
80713;2008;2576;6
80030;2017;2440;6
80333;1997;2001;6
80303;1994;93860;6
80633;2009;4257;6
80109;2012;3676;6
80118;2013;93860;6
80486;2020;718362;6
80688;2014;718362;6
80806;2010;4466;6
80109;2017;4252;6
80486;2017;2706;6
80600;2010;3116;6
80600;2022;4583;6
80333;2013;434664;6
80688;1883;101223;6
80808;2021;60038;6
80200;2013;108351;6
80713;2013;2709;6
80222;2020;534753;6
80808;2018;119550;6
80649;2017;2767;6
80688;2011;4023;6
80688;2003;3978;6
80222;1995;92282;6
80600;2021;2489;6
80808;2021;107440;6
80249;2006;2623;6
80486;2008;4280;6
80030;2019;3424;6
80332;1994;107090;6
80692;2013;3978;6
80228;2008;4657;6
80149;2017;1966;6
80598;2021;3764;6
80333;2005;3311;6
80830;2018;3003;6
80222;2013;102901;6
80637;2009;2559;6
80333;1999;4649;6
80830;2015;2895;6
80713;1997;127547;6
80713;1995;112426;6
80030;2019;4129;6
80665;2013;184888;6
80688;1964;1966;6
80633;2013;459628;6
80713;2020;3239;6
80713;1974;3187;6
80600;2020;4280;6
80830;2019;4319;6
80030;2020;4137;6
80713;2005;4597;6
80600;2015;4257;6
80633;2019;2706;6
80649;2014;107085;6
80030;2020;3302;6
80133;2021;2989;6
80713;1998;199312;6
80600;2016;3112;6
80333;2006;112426;6
80087;2022;4564;6
80713;1997;3424;6
80649;2008;2543;6
80486;2012;120732;6
80333;2011;3187;6
80713;2019;2481;6
80087;2009;2559;6
80222;2009;88819;6
80688;2012;3967;6
80030;2019;3465;6
80688;2020;718406;6
80600;2011;3116;6
80333;2013;4657;6
80688;2008;2440;6
80332;1965;108345;6
80713;2012;60811;6
80713;1998;4571;6
80713;1999;965;6
80806;2020;132695;6
80600;2018;2706;6
80228;2020;1972;6
80333;1993;88949;6
80713;2016;199312;6
80688;2008;4252;6
80333;2008;4583;6
80649;2011;3187;6
80808;2021;123522;6
80713;2001;444440;6
80228;2021;977;6
80713;1998;4167;6
80590;2007;198883;6
80806;2002;3978;6
80649;2010;889056;6
80713;2017;199116;6
80228;2014;3439;6
80713;2005;2750;6
80633;2022;2706;6
80600;2006;91289;6
80688;2001;259;6
80688;2013;3465;6
80633;2013;4129;6
80486;2015;117096;6
80806;2017;248887;6
80808;2021;4064;6
80147;2015;3297;6
80149;2018;3603;6
80688;2004;2767;6
80649;2012;2767;6
80600;2001;977;6
80600;2011;2623;6
80649;2009;3967;6
80228;2021;2563;6
80228;2021;2911;6
80806;2017;248363;6
80633;2019;115237;6
80228;2021;4129;6
80228;2013;4564;6
80713;2013;2734;6
80598;2022;3764;6
80830;2017;4342;6
80713;2009;3076;6
80600;2022;3741;6
80333;1993;718310;6
80635;2017;86634;6
80806;2010;115237;6
80333;2004;2576;6
80649;2006;131313;6
80030;2019;4583;6
80713;2006;1991;6
80228;2023;4187;6
80713;2015;1995;6
80303;2008;4564;6
80244;2013;88318;6
80228;2011;95922;6
80332;2014;198838;6
80806;2000;134093;6
80688;2018;4342;6
80713;2005;2616;6
80600;2011;2669;6
80713;2007;2584;6
80228;2007;116354;6
80030;2020;3187;6
80228;2007;1966;6
80713;1995;101221;6
80303;1994;103142;6
80222;2006;97947;6
80600;2021;4023;6
80806;2002;3439;6
80332;1994;99570;6
80713;2010;2481;6
80228;2010;2517;6
80713;2011;3293;6
80649;1995;444440;6
80713;1996;2517;6
80688;1974;1966;6
80806;1997;4195;6
80637;1994;192551;6
80249;2007;4564;6
80713;2014;102863;6
80688;2016;85486;6
80806;2004;2767;6
80633;2014;4252;6
80806;2020;4001;6
80228;2014;2440;6
80688;2020;103772;6
80692;2017;3764;6
80333;1996;2603;6
80808;2018;3429;6
80590;2007;82637;6
80333;2010;88477;6
80580;2011;351;6
80580;2009;4280;6
80713;2015;2001;6
80580;1994;119471;6
80228;2022;2594;6
80486;2020;108027;6
80228;2022;627745;6
80333;2017;3112;6
80228;1997;3070;6
80649;2019;108718;6
80633;2021;3424;6
80830;2018;2623;6
80633;2013;4252;6
80649;2019;73558;6
80087;2017;249548;6
80713;2004;4023;6
80332;2018;115237;6
80249;2006;4516;6
80713;2006;2750;6
80228;2013;965;6
80332;2018;85486;6
80333;1996;3106;6
80713;2012;3676;6
80649;2013;4657;6
80713;2009;4049;6
80600;2007;4023;6
80806;2009;85486;6
80228;2022;2563;6
80580;2020;2517;6
80713;2015;4064;6
80228;2008;4525;6
80228;2017;3311;6
80333;1999;2816;6
80149;2021;3551;6
80600;2010;113893;6
80600;2010;103772;6
80713;1985;4257;6
80600;2009;117025;6
80228;2021;102863;6
80496;2022;3676;6
80332;2022;4525;6
80713;1997;3039;6
80830;2019;2895;6
80692;2019;3978;6
80333;2006;85486;6
80333;1998;2005;6
80133;2021;4001;6
80600;1998;2706;6
80688;2015;3853;6
80633;2014;4280;6
80713;2019;60811;6
80806;2002;2623;6
80713;2019;4167;6
80806;2008;4583;6
80806;2019;4564;6
80688;2016;977;6
80333;2000;2584;6
80633;2023;4187;6
80713;2009;4040;6
80501;2008;4151;6
80030;2021;534753;6
80600;2009;190355;6
80713;2006;4137;6
80806;2016;3967;6
80649;2018;2767;6
80633;2009;108027;6
80333;2007;974;6
80228;2011;3059;6
80830;2019;4474;6
80149;2020;3611;6
80688;2014;3424;6
80228;1876;2584;6
80228;1998;965;6
80649;2020;3676;6
80333;2009;139024;6
80713;2019;2714;6
80649;2012;4013;6
80600;2022;4117;6
80649;2012;4583;6
80713;2015;2538;6
80333;2018;3978;6
80713;2019;199425;6
80228;2008;977;6
80228;2019;459478;6
80633;1994;94207;6
80228;2001;814245;6
80806;2013;4619;6
80228;2016;3112;6
80290;2021;4001;6
80649;2019;3187;6
80692;2016;4117;6
80713;2015;459478;6
80333;2013;4257;6
80228;1994;133675;6
80649;1994;91289;6
80333;2016;88482;6
80228;2013;4657;6
80228;2011;2543;6
80228;2008;2563;6
80332;2022;459478;6
80333;2000;2568;6
80713;2013;4172;6
80649;2008;4525;6
80713;2016;249548;6
80713;1998;3603;6
80333;2004;534748;6
80580;1967;88344;6
80713;1977;60686;6
80228;2015;4507;6
80808;2018;104903;6
80486;2009;107085;6
80649;1994;104214;6
80222;2013;116265;6
80688;2015;117025;6
80688;2017;3791;6
80806;2002;889047;6
80713;2015;3755;6
80716;2017;3967;6
80649;2006;116012;6
80598;2022;4001;6
80830;2016;627745;6
80228;1996;1998;6
80649;2020;106965;6
80580;1994;141499;6
80333;2002;2623;6
80688;2017;109869;6
80787;2022;2440;6
80600;1994;127547;6
80598;2021;100304;6
80228;2021;103734;6
80600;2018;4669;6
80118;2013;116903;6
80222;2013;239133;1
80806;2017;249639;1
80637;2015;653281;1
80006;2017;239111;1
80250;2009;37194;1
80333;2004;65278;1
80633;2014;249198;1
80580;2004;53747;1
80637;2021;65199;1
80333;2004;53391;1
80609;2018;51649;1
80250;2007;31292;1
80665;2022;235144;1
80087;2021;593263;1
80598;2022;11152;1
80087;2021;54342;1
80333;2015;249202;1
80590;2020;238310;1
80221;2019;51677;1
80713;2020;65889;1
80333;2010;66194;1
80133;2021;51615;1
80147;2018;245161;1
80808;2019;11136;1
80716;2013;11136;1
80200;2011;913804;1
80222;2021;41571;1
80248;2019;65487;1
80486;2015;645873;1
80713;2008;11152;1
80713;2022;51637;1
80422;2021;11136;1
80716;2007;61678;1
80371;2021;54540;1
80635;2020;51637;1
80637;2020;237739;1
80688;2019;11152;1
80806;2001;65740;1
80333;2016;11173;1
80815;2018;65861;1
80222;2006;219741;1
80221;2016;11173;1
80832;2019;53741;1
80713;2019;65899;1
80228;2019;238090;1
80333;2019;238460;1
80600;2001;65899;1
80804;2016;53747;1
80486;2019;247129;1
80688;1981;912179;1
80221;2016;62032;1
80250;2009;509740;1
80496;2022;65262;1
80649;2016;51619;1
80633;2015;199909;1
80633;2019;2053;1
80600;2017;163029;1
80496;2015;11732;1
80649;2017;239134;1
80600;1994;65265;1
80688;2020;65278;1
80149;2014;11168;1
80332;2022;64248;1
80688;2019;11186;1
80713;2011;233222;1
80248;2020;237061;1
80806;2015;239133;1
80548;2022;54451;1
80665;2022;12246;1
80580;2005;53741;1
80589;2020;237739;1
80222;1983;64208;1
80806;2016;12380;1
80250;2007;44020;1
80147;2020;51923;1
80222;2009;989308;1
80806;2008;10992;1
80635;2008;53741;1
80332;2020;837869;1
80025;2019;237966;1
80200;2019;65740;1
80600;2018;239117;1
80649;2017;51331;1
80344;2019;239134;1
80649;2018;12232;1
80649;2021;65199;1
80249;2015;239112;1
80228;1991;51619;1
80633;2014;65184;1
80025;2015;53741;1
80815;2020;239134;1
80637;2020;53759;1
80200;2016;249156;1
80649;1908;239117;1
80649;2017;18820;1
80290;2012;239133;1
80228;2011;53668;1
80649;2016;837869;1
80087;2011;65740;1
80580;2003;65265;1
80804;2004;66103;1
80477;2013;53668;1
80665;2016;248853;1
80649;2007;61678;1
80713;2022;249823;1
80713;2008;65271;1
80665;2022;65774;1
80118;2017;11202;1
80396;2020;239111;1
80228;2011;65262;1
80222;2009;38156;1
80815;2020;11145;1
80600;2010;65456;1
80763;2014;11165;1
80633;2015;65376;1
80250;2009;34632;1
80228;2014;237051;1
80030;2022;227386;1
80633;2014;64253;1
80635;2010;54537;1
80215;2019;913804;1
80716;2021;54451;1
80713;1900;241424;1
80332;2014;65395;1
80633;2018;837869;1
80281;2020;223080;1
80665;2020;53741;1
80635;2019;247082;1
80087;1852;239111;1
80332;2022;8410;1
80637;2014;65165;1
80030;2021;53878;1
80497;2022;54724;1
80688;2010;162879;1
80332;2022;608405;1
80804;2019;239133;1
80025;2018;237406;1
80713;2017;59568;1
80290;2016;11157;1
80087;2018;53754;1
80600;2021;65910;1
80087;2018;222326;1
80228;2016;65344;1
80580;2000;65145;1
80422;2021;237938;1
80332;2020;53668;1
80222;2021;44890;1
80496;2022;520881;1
80087;2016;593263;1
80333;2014;54417;1
80200;2013;54451;1
80637;2011;65141;1
80371;2021;794808;1
80332;2022;238090;1
80649;2011;53221;1
80815;2017;11165;1
80155;2016;239128;1
80344;2018;65991;1
80025;2017;51619;1
80688;2015;11145;1
80087;2018;249151;1
80637;2010;65278;1
80290;2011;1043522;1
80808;2018;65344;1
80600;2010;65877;1
80665;2004;66114;1
80787;2004;65192;1
80600;2002;593263;1
80609;2019;11165;1
80688;2021;65473;1
80145;2018;237791;1
80649;2011;53741;1
